window_end,active_games,bucket0_ratio
9200,1156.31,0.56
9300,1152.78,0.57
9400,1129.70,0.58
9500,1100.50,0.57
9600,1091.31,0.55
9700,1086.36,0.55
9800,1089.35,0.55
9900,1098.83,0.55
10000,1103.57,0.54
10100,1099.93,0.55
10200,1097.82,0.54
10300,1102.69,0.54
10400,1129.40,0.54
10500,1115.07,0.54
10600,1133.01,0.54
10700,1106.67,0.53
10800,1091.17,0.53
10900,1062.80,0.52
11000,1030.75,0.51
11100,1029.88,0.51
11200,1040.69,0.51
11300,1038.12,0.51
11400,1051.98,0.52
11500,1051.11,0.51
11600,1050.93,0.51
11700,1067.39,0.51
11800,1089.00,0.53
11900,1109.82,0.55
12000,1134.94,0.57
12100,1123.53,0.56
12200,1118.88,0.55
12300,1100.09,0.54
12400,1096.21,0.53
12500,1083.85,0.53
12600,1066.84,0.53
12700,1069.41,0.53
12800,1072.69,0.54
12900,1064.46,0.53
13000,1076.04,0.53
13100,1076.41,0.52
13200,1128.60,0.55
13300,1123.97,0.55
13400,1125.02,0.56
13500,1119.70,0.56
13600,1131.27,0.57
13700,1107.51,0.57
13800,1092.18,0.55
13900,1075.72,0.55
14000,1078.93,0.54
14100,1070.70,0.54
14200,1057.53,0.53
14300,1048.07,0.52
14400,1059.03,0.53
14500,1058.83,0.53
14600,1066.42,0.53
14700,1059.93,0.52
14800,1067.43,0.52
14900,1078.98,0.53
15000,1088.24,0.53
15100,1096.96,0.54
15200,1095.82,0.54
15300,1110.84,0.54
15400,1073.60,0.52
15500,1051.30,0.51
15600,1045.15,0.50
15700,1032.44,0.51
15800,1050.08,0.51
15900,1035.69,0.50
16000,1027.49,0.49
16100,1031.48,0.50
16200,1030.74,0.50
16300,1030.64,0.50
16400,1046.91,0.50
16500,1076.56,0.53
16600,1098.00,0.54
16700,1098.96,0.54
16800,1093.77,0.54
16900,1080.42,0.54
17000,1091.08,0.54
17100,1088.73,0.53
17200,1061.54,0.52
17300,1082.31,0.53
17400,1068.72,0.53
17500,1050.83,0.52
17600,1039.27,0.50
17700,1035.29,0.50
17800,1038.61,0.51
17900,1048.62,0.52
18000,1052.17,0.52
18100,1063.94,0.53
18200,1068.89,0.53
18300,1099.34,0.54
18400,1085.13,0.53
18500,1077.86,0.54
18600,1094.35,0.55
18700,1084.31,0.55
18800,1069.55,0.55
18900,1084.87,0.55
19000,1114.35,0.55
19100,1099.97,0.54
19200,1089.63,0.54
19300,1091.03,0.54
19400,1081.67,0.53
19500,1041.05,0.52
19600,1009.92,0.52
19700,1008.17,0.52
19800,1014.59,0.52
19900,1020.68,0.52
20000,1013.05,0.52
20100,1029.46,0.52
20200,1020.39,0.51
20300,1019.26,0.50
20400,1034.70,0.51
20500,1040.30,0.52
20600,1055.17,0.53
20700,1048.61,0.53
20800,1050.66,0.53
20900,1041.32,0.52
21000,1054.01,0.53
21100,1048.84,0.52
21200,1072.57,0.53
21300,1090.70,0.54
21400,1094.15,0.54
21500,1093.26,0.54
21600,1087.57,0.53
21700,1092.82,0.54
21800,1077.14,0.52
21900,1084.33,0.53
22000,1074.77,0.52
22100,1068.05,0.53
22200,1060.31,0.53
22300,1048.33,0.51
22400,1051.12,0.52
22500,1056.43,0.53
22600,1057.12,0.53
22700,1055.29,0.54
22800,1064.46,0.53
22900,1072.05,0.54
23000,1075.41,0.55
23100,1074.31,0.54
23200,1082.45,0.55
23300,1117.46,0.55
23400,1119.29,0.55
23500,1109.05,0.54
23600,1097.09,0.54
23700,1087.49,0.53
23800,1053.75,0.51
23900,1035.93,0.51
24000,1023.94,0.51
24100,1027.07,0.51
24200,1030.36,0.51
24300,1023.90,0.51
24400,1013.96,0.49
24500,1039.98,0.50
24600,1045.98,0.51
24700,1065.62,0.52
24800,1090.41,0.54
24900,1102.75,0.55
25000,1101.37,0.54
25100,1089.72,0.54
25200,1091.84,0.54
25300,1080.78,0.54
25400,1074.44,0.54
25500,1072.42,0.54
25600,1045.17,0.53
25700,1053.05,0.53
25800,1040.04,0.52
25900,1048.32,0.52
26000,1068.57,0.52
26100,1065.55,0.52
26200,1082.75,0.53
26300,1089.53,0.53
26400,1066.76,0.53
26500,1061.33,0.54
26600,1164.83,0.55
26700,1173.83,0.55
26800,1155.15,0.54
26900,1151.81,0.52
27000,1122.56,0.51
27100,1079.42,0.49
27200,1023.78,0.48
27300,983.83,0.47
27400,983.73,0.46
27500,992.11,0.47
27600,1007.82,0.47
27700,1017.28,0.47
27800,1029.04,0.47
27900,1053.64,0.49
28000,1055.14,0.50
28100,1086.77,0.53
28200,1119.82,0.55
28300,1127.99,0.56
28400,1119.84,0.55
28500,1100.40,0.54
28600,1077.74,0.54
28700,1065.15,0.53
28800,1046.01,0.51
28900,1036.66,0.51
29000,1027.44,0.51
29100,1049.32,0.51
29200,1035.97,0.51
29300,1033.71,0.50
29400,1053.71,0.51
29500,1067.06,0.53
29600,1097.12,0.54
29700,1093.43,0.54
29800,1100.29,0.55
29900,1114.65,0.55
30000,1090.51,0.53
30100,1068.26,0.52
30200,1051.15,0.51
30300,1028.32,0.50
30400,1012.61,0.48
30500,987.30,0.47
30600,982.07,0.46
30700,974.01,0.45
30800,1006.38,0.47
30900,1020.67,0.49
31000,1028.31,0.49
31100,1068.70,0.52
31200,1069.40,0.52
31300,1081.94,0.53
31400,1091.83,0.54
31500,1095.04,0.55
31600,1092.28,0.55
31700,1092.25,0.54
31800,1066.90,0.52
31900,1044.04,0.50
32000,1035.46,0.50
32100,1026.48,0.49
32200,1012.96,0.48
32300,1029.63,0.49
32400,1026.13,0.49
32500,1020.04,0.49
32600,1042.18,0.50
32700,1053.05,0.51
32800,1069.53,0.53
32900,1081.23,0.54
33000,1116.64,0.55
33100,1110.44,0.55
33200,1109.18,0.54
33300,1086.08,0.52
33400,1082.42,0.52
33500,1069.53,0.52
33600,1042.48,0.50
33700,1029.76,0.49
33800,1027.42,0.48
33900,1021.06,0.48
34000,1024.27,0.48
34100,1020.30,0.48
34200,1021.29,0.48
34300,1038.95,0.49
34400,1050.29,0.50
34500,1051.62,0.51
34600,1077.05,0.52
34700,1080.48,0.53
34800,1092.72,0.54
34900,1087.83,0.54
35000,1115.22,0.54
35100,1110.00,0.55
35200,1110.95,0.54
35300,1121.86,0.54
35400,1119.39,0.54
35500,1094.85,0.53
35600,1079.29,0.52
35700,1060.59,0.52
35800,1046.67,0.51
35900,1034.12,0.50
36000,1026.00,0.50
36100,1014.35,0.50
36200,996.67,0.50
36300,1031.83,0.51
36400,1025.68,0.50
36500,1040.14,0.51
36600,1147.35,0.54
36700,1185.46,0.55
36800,1165.32,0.54
36900,1149.69,0.53
37000,1138.55,0.53
37100,1093.10,0.52
37200,1032.66,0.50
37300,1002.24,0.49
37400,998.68,0.49
37500,1001.12,0.49
37600,982.97,0.49
37700,969.22,0.46
37800,951.64,0.46
37900,977.98,0.47
38000,1019.18,0.50
38100,1046.38,0.52
38200,1084.34,0.54
38300,1116.08,0.56
38400,1131.50,0.56
38500,1128.99,0.56
38600,1105.55,0.55
38700,1102.67,0.55
38800,1082.56,0.54
38900,1048.14,0.52
39000,1010.19,0.50
39100,1000.25,0.50
39200,1010.65,0.50
39300,994.88,0.49
39400,994.38,0.49
39500,1021.32,0.50
39600,1051.95,0.51
39700,1067.12,0.52
39800,1072.94,0.53
39900,1070.75,0.53
40000,1087.45,0.55
40100,1071.89,0.54
40200,1061.83,0.54
40300,1074.49,0.55
40400,1062.20,0.54
40500,1051.02,0.52
40600,1035.22,0.51
40700,1047.25,0.51
40800,1040.29,0.51
40900,1052.57,0.51
41000,1064.62,0.51
41100,1043.17,0.50
41200,1037.02,0.50
41300,1040.21,0.51
41400,1029.06,0.50
41500,1037.76,0.51
41600,1050.43,0.52
41700,1045.86,0.52
41800,1031.57,0.52
41900,1015.46,0.51
42000,1036.58,0.52
42100,1044.12,0.53
42200,1044.13,0.53
42300,1073.40,0.54
42400,1065.24,0.54
42500,1065.41,0.55
42600,1056.32,0.55
42700,1095.16,0.56
42800,1098.00,0.55
42900,1101.99,0.56
43000,1102.75,0.56
43100,1098.51,0.56
43200,1052.95,0.54
43300,1030.02,0.53
43400,1024.93,0.52
43500,1025.07,0.52
43600,1038.57,0.53
43700,1040.24,0.52
43800,1031.12,0.51
43900,1042.88,0.51
44000,1056.24,0.51
44100,1064.41,0.52
44200,1063.06,0.51
44300,1085.95,0.52
44400,1088.32,0.52
44500,1082.62,0.52
44600,1088.69,0.52
44700,1084.89,0.51
44800,1093.92,0.51
44900,1081.10,0.51
45000,1047.97,0.50
45100,1081.29,0.50
45200,1116.90,0.51
45300,1104.46,0.51
45400,1119.67,0.51
45500,1180.23,0.52
45600,1171.78,0.51
45700,1151.96,0.50
45800,1168.47,0.49
45900,1167.76,0.48
46000,1141.04,0.48
46100,1108.93,0.47
46200,1091.10,0.46
46300,1067.05,0.45
46400,1052.21,0.43
46500,1042.69,0.44
46600,1020.33,0.43
46700,1031.80,0.43
46800,1052.47,0.45
46900,1066.02,0.46
47000,1070.23,0.48
47100,1063.72,0.48
47200,1052.26,0.49
47300,1021.37,0.49
47400,995.72,0.50
47500,1033.65,0.52
47600,1029.85,0.52
47700,1035.20,0.52
47800,1042.19,0.52
47900,1089.95,0.52
48000,1093.31,0.52
48100,1055.82,0.51
48200,1051.40,0.50
48300,1067.27,0.51
48400,1034.19,0.50
48500,993.44,0.48
48600,1000.78,0.49
48700,1043.46,0.51
48800,1043.88,0.51
48900,1037.51,0.51
49000,1198.94,0.54
49100,1193.29,0.54
49200,1181.43,0.54
49300,1185.41,0.54
49400,1141.16,0.53
49500,1073.40,0.53
49600,1025.92,0.52
49700,991.25,0.50
49800,964.79,0.48
49900,960.18,0.48
50000,948.64,0.47
50100,904.67,0.44
50200,895.54,0.43
50300,936.49,0.46
50400,980.10,0.48
50500,1012.11,0.50
50600,1066.71,0.53
50700,1097.00,0.56
50800,1098.23,0.55
50900,1084.68,0.54
51000,1076.17,0.54
51100,1070.60,0.54
51200,1030.91,0.52
51300,995.39,0.49
51400,975.20,0.48
51500,958.08,0.47
51600,968.60,0.48
51700,995.91,0.49
51800,999.48,0.49
51900,1031.22,0.51
52000,1043.70,0.52
52100,1056.22,0.54
52200,1078.58,0.55
52300,1091.17,0.56
52400,1096.92,0.56
52500,1112.01,0.56
52600,1086.45,0.55
52700,1067.03,0.53
52800,1063.20,0.52
52900,1050.38,0.51
53000,1036.28,0.50
53100,1022.35,0.48
53200,1020.86,0.48
53300,1018.94,0.47
53400,1020.07,0.47
53500,1022.59,0.48
53600,1031.28,0.49
53700,1051.03,0.50
53800,1048.49,0.50
53900,1054.23,0.51
54000,1052.56,0.51
54100,1057.94,0.51
54200,1047.70,0.50
54300,1037.15,0.49
54400,1037.81,0.49
54500,1034.48,0.48
54600,1026.13,0.47
54700,1005.54,0.46
54800,994.21,0.45
54900,979.99,0.45
55000,982.99,0.46
55100,993.81,0.47
55200,996.18,0.48
55300,1025.53,0.50
55400,1030.07,0.49
55500,1039.23,0.49
55600,1031.91,0.49
55700,1071.76,0.51
55800,1087.18,0.52
55900,1056.85,0.51
56000,1038.99,0.49
56100,1037.10,0.49
56200,1023.88,0.49
56300,1007.54,0.48
56400,1022.73,0.49
56500,1020.95,0.49
56600,1032.76,0.51
56700,1035.95,0.50
56800,1023.34,0.50
56900,1040.64,0.52
57000,1057.56,0.53
57100,1065.47,0.54
57200,1071.49,0.54
57300,1073.34,0.54
57400,1073.79,0.54
57500,1073.60,0.54
57600,1069.52,0.54
57700,1067.87,0.54
57800,1079.19,0.53
57900,1086.01,0.53
58000,1094.08,0.52
58100,1099.68,0.53
58200,1090.05,0.53
58300,1069.53,0.52
58400,1076.08,0.53
58500,1068.91,0.52
58600,1039.94,0.50
58700,1031.52,0.49
58800,982.83,0.47
58900,1000.56,0.48
59000,1003.90,0.48
59100,998.32,0.48
59200,1012.06,0.48
59300,1009.23,0.48
59400,1009.37,0.48
59500,994.24,0.47
59600,1001.87,0.48
59700,1042.26,0.51
59800,1086.62,0.54
59900,1072.58,0.52
60000,1056.72,0.51
60100,1046.68,0.51
60200,1021.06,0.49
60300,996.63,0.48
60400,975.40,0.48
60500,974.87,0.48
60600,991.21,0.48
60700,974.35,0.47
60800,944.34,0.45
60900,934.66,0.45
61000,935.68,0.45
61100,955.11,0.48
61200,998.78,0.50
61300,1032.63,0.52
61400,1206.75,0.55
61500,1190.27,0.53
61600,1142.63,0.52
61700,1153.58,0.52
61800,1087.51,0.51
61900,990.47,0.51
62000,927.69,0.50
62100,941.90,0.49
62200,928.98,0.48
62300,921.07,0.46
62400,923.78,0.45
62500,950.25,0.45
62600,960.22,0.45
62700,969.54,0.46
62800,970.80,0.48
62900,1017.27,0.51
63000,1014.23,0.51
63100,1002.35,0.51
63200,998.29,0.51
63300,987.02,0.50
63400,994.84,0.49
63500,990.14,0.49
63600,976.79,0.48
63700,954.11,0.47
63800,936.76,0.46
63900,894.67,0.44
64000,880.21,0.43
64100,903.54,0.45
64200,936.92,0.46
64300,961.95,0.47
64400,982.22,0.48
64500,981.04,0.48
64600,989.63,0.48
64700,1033.29,0.50
64800,1047.44,0.52
64900,1043.70,0.51
65000,1018.91,0.50
65100,989.64,0.48
65200,980.07,0.48
65300,959.31,0.47
65400,959.53,0.47
65500,966.84,0.47
65600,976.08,0.47
65700,981.22,0.47
65800,985.05,0.47
65900,1010.80,0.48
66000,1032.49,0.48
66100,1030.55,0.49
66200,1029.34,0.49
66300,1001.29,0.48
66400,990.28,0.48
66500,979.22,0.48
66600,974.37,0.47
66700,963.02,0.47
66800,963.85,0.47
66900,960.21,0.47
67000,957.91,0.47
67100,979.80,0.49
67200,982.95,0.49
67300,1009.27,0.50
67400,1014.01,0.50
67500,1002.75,0.49
67600,991.61,0.49
67700,997.57,0.48
67800,979.96,0.47
67900,975.84,0.47
68000,969.39,0.47
68100,959.45,0.46
68200,955.65,0.45
68300,943.30,0.45
68400,960.00,0.46
68500,970.12,0.48
68600,1003.30,0.50
68700,991.11,0.50
68800,1007.16,0.52
68900,1013.65,0.52
69000,1042.69,0.52
69100,1042.06,0.52
69200,1042.03,0.52
69300,1023.37,0.50
69400,1001.71,0.49
69500,941.61,0.47
69600,946.91,0.46
69700,946.10,0.47
69800,952.74,0.47
69900,961.38,0.47
70000,991.98,0.48
70100,1019.17,0.50
70200,1004.80,0.49
70300,988.73,0.49
70400,1007.06,0.51
70500,983.63,0.50
70600,980.38,0.50
70700,975.24,0.49
70800,995.74,0.49
70900,983.32,0.48
71000,973.50,0.47
71100,967.93,0.46
71200,976.65,0.47
71300,986.06,0.48
71400,998.11,0.48
71500,992.94,0.48
71600,996.96,0.48
71700,1021.73,0.49
71800,1023.47,0.49
71900,1024.89,0.50
72000,1023.28,0.50
72100,1045.12,0.50
72200,1027.03,0.49
72300,1010.66,0.49
72400,985.70,0.49
72500,1003.05,0.49
72600,982.94,0.48
72700,928.69,0.46
72800,932.04,0.47
72900,968.67,0.48
73000,977.57,0.49
73100,977.00,0.50
73200,1209.37,0.54
73300,1204.35,0.53
73400,1190.05,0.52
73500,1158.72,0.51
73600,1086.29,0.51
73700,987.48,0.50
73800,901.48,0.49
73900,924.82,0.49
74000,933.38,0.48
74100,937.96,0.48
74200,908.57,0.45
74300,921.06,0.44
74400,953.94,0.45
74500,982.26,0.47
74600,1019.22,0.50
74700,1068.30,0.53
74800,1075.24,0.53
74900,1056.26,0.53
75000,1042.08,0.53
75100,1029.97,0.52
75200,1006.54,0.51
75300,993.19,0.49
75400,966.32,0.47
75500,953.56,0.47
75600,960.66,0.47
75700,948.36,0.46
75800,936.09,0.45
75900,945.50,0.46
76000,963.30,0.48
76100,990.91,0.50
76200,1018.16,0.50
76300,1025.49,0.52
76400,1043.78,0.53
76500,1042.20,0.52
76600,1020.23,0.51
76700,1013.89,0.51
76800,991.55,0.50
76900,963.56,0.49
77000,944.66,0.48
77100,935.93,0.47
77200,939.81,0.47
77300,966.89,0.48
77400,983.27,0.48
77500,996.49,0.48
77600,1013.54,0.49
77700,1043.25,0.50
77800,1074.67,0.52
77900,1062.82,0.52
78000,968.55,0.53
78100,983.06,0.54
78200,1108.78,0.55
78300,1093.79,0.54
78400,1211.56,0.55
78500,1207.14,0.54
78600,1169.92,0.52
78700,1144.04,0.51
78800,1110.68,0.50
78900,1067.65,0.49
79000,1031.42,0.48
79100,997.75,0.47
79200,987.33,0.46
79300,1055.01,0.48
79400,1077.44,0.48
79500,1098.98,0.47
79600,1110.19,0.46
79700,1133.21,0.46
79800,1118.99,0.47
79900,1115.77,0.47
80000,1095.17,0.47
80100,1039.71,0.46
80200,1018.69,0.46
80300,980.22,0.44
80400,947.89,0.43
80500,930.30,0.42
80600,892.30,0.40
80700,805.57,0.40
80800,708.01,0.39
80900,608.57,0.38
81000,509.71,0.37
81100,418.54,0.36
81200,424.76,0.38
81300,944.97,0.53
81400,1033.18,0.55
81500,1066.79,0.56
81600,1063.23,0.57
81700,1046.32,0.56
81800,1008.51,0.53
81900,973.20,0.51
82000,979.64,0.50
82100,953.58,0.48
82200,925.55,0.46
82300,910.54,0.45
82400,919.04,0.44
82500,944.78,0.45
82600,966.18,0.47
82700,997.98,0.49
82800,1011.37,0.49
82900,1002.10,0.49
83000,979.75,0.48
83100,968.19,0.48
83200,944.04,0.47
83300,961.88,0.48
83400,944.43,0.48
83500,958.21,0.48
83600,951.41,0.47
83700,947.64,0.46
83800,943.13,0.46
83900,993.79,0.48
84000,1055.88,0.53
84100,1093.03,0.55
84200,1065.44,0.55
84300,1038.34,0.53
84400,1004.42,0.51
84500,968.23,0.49
84600,956.93,0.49
84700,998.24,0.51
84800,1213.65,0.53
84900,1417.08,0.51
85000,1358.02,0.48
85100,1303.61,0.45
85200,1215.40,0.44
85300,1119.65,0.44
85400,1024.26,0.44
85500,925.26,0.44
85600,825.62,0.44
85700,732.29,0.42
85800,803.51,0.45
85900,863.46,0.45
86000,877.33,0.44
86100,883.50,0.43
86200,894.32,0.45
86300,904.17,0.46
86400,884.27,0.48
86500,811.41,0.47
86600,713.49,0.46
86700,615.09,0.43
86800,518.50,0.42
86900,918.87,0.57
87000,1197.97,0.62
87100,1188.39,0.60
87200,1194.63,0.61
87300,1260.59,0.65
87400,1257.91,0.65
87500,1194.09,0.63
87600,1152.34,0.60
87700,1099.71,0.57
87800,1032.03,0.54
87900,978.74,0.52
88000,956.00,0.49
88100,944.58,0.48
88200,988.24,0.49
88300,1013.53,0.51
88400,1032.93,0.52
88500,1068.43,0.53
88600,1059.57,0.53
88700,1083.38,0.54
88800,1119.10,0.56
88900,1121.93,0.57
89000,1122.35,0.57
89100,1099.46,0.56
89200,1058.45,0.53
89300,1049.03,0.53
89400,1047.36,0.52
89500,1047.71,0.52
89600,1051.26,0.51
89700,1067.87,0.52
89800,1081.01,0.52
89900,1075.64,0.51
90000,1073.02,0.50
90100,1066.13,0.50
90200,1071.99,0.51
90300,1093.51,0.52
90400,1086.45,0.52
90500,1090.53,0.53
90600,1086.64,0.53
90700,1089.26,0.52
90800,1097.84,0.52
90900,1103.89,0.51
91000,1105.32,0.52
91100,1120.25,0.54
91200,1100.15,0.54
91300,1099.19,0.54
91400,1109.34,0.54
91500,1129.44,0.54
91600,1135.78,0.53
91700,1155.65,0.53
91800,1148.37,0.53
91900,1160.12,0.53
92000,1135.84,0.52
92100,1105.51,0.51
92200,1100.08,0.51
92300,1083.60,0.50
92400,1066.91,0.49
92500,1075.89,0.49
92600,1058.17,0.48
92700,1044.86,0.48
92800,1051.90,0.48
92900,1063.64,0.48
93000,1048.62,0.48
93100,1050.85,0.49
93200,1073.25,0.50
93300,1065.34,0.50
93400,1080.30,0.51
93500,1079.40,0.52
93600,1064.86,0.51
93700,1084.78,0.53
93800,1098.44,0.54
93900,1115.19,0.54
94000,1118.80,0.54
94100,1117.37,0.54
94200,1113.79,0.53
94300,1151.59,0.55
94400,1162.75,0.55
94500,1152.56,0.54
94600,1145.40,0.54
94700,1152.11,0.54
94800,1126.73,0.53
94900,1081.60,0.52
95000,1041.08,0.51
95100,1052.49,0.51
95200,1087.16,0.54
95300,1083.86,0.55
95400,1060.19,0.54
95500,1048.85,0.53
95600,1040.33,0.56
95700,1011.96,0.57
95800,997.41,0.58
95900,985.32,0.61
96000,965.65,0.65
96100,932.31,0.66
96200,925.52,0.66
96300,914.73,0.66
96400,899.45,0.67
96500,881.31,0.70
96600,861.51,0.72
96700,841.63,0.74
96800,822.88,0.76
96900,803.18,0.77
97000,782.97,0.78
97100,758.14,0.80
97200,741.99,0.81
97300,722.81,0.83
97400,698.97,0.85
97500,677.13,0.86
97600,651.10,0.87
97700,620.24,0.87
97800,609.55,0.88
97900,588.74,0.89
98000,564.11,0.91
98100,543.73,0.92
98200,522.55,0.92
98300,496.28,0.94
98400,477.76,0.94
98500,452.86,0.95
98600,430.21,0.95
98700,404.62,0.96
98800,378.11,0.96
98900,356.85,0.97
99000,331.37,0.97
99100,307.78,0.98
99200,280.28,0.98
99300,257.70,0.98
99400,225.78,0.99
99500,193.30,0.99
99600,163.86,0.99
99700,131.95,0.99
99800,98.13,1.00
99900,66.64,1.00
100000,26.99,1.00
