window_end,active_games,bucket0_ratio
15200,345.05,0.52
15300,794.68,0.51
15400,1975.44,0.47
15500,1953.54,0.46
15600,1900.39,0.45
15700,1879.62,0.45
15800,1815.48,0.45
15900,1674.05,0.45
16000,1554.80,0.45
16100,1403.37,0.45
16200,1269.17,0.44
16300,999.87,0.44
16400,1721.79,0.45
16500,1738.97,0.45
16600,1602.86,0.45
16700,1454.24,0.44
16800,1313.08,0.45
16900,1175.31,0.44
17000,866.63,0.44
17100,500.26,0.43
17200,465.57,0.42
17300,1876.40,0.33
17400,2099.39,0.33
17500,2057.45,0.32
17600,2004.51,0.33
17700,1822.19,0.32
17800,1862.70,0.32
17900,1725.30,0.31
18000,1644.12,0.32
18100,1504.31,0.31
18200,1555.02,0.32
18300,1563.92,0.32
18400,1395.92,0.31
18500,1415.80,0.32
18600,1207.45,0.31
18700,943.92,0.32
18800,1153.70,0.32
18900,851.11,0.30
19000,810.01,0.31
19100,426.87,0.31
19200,367.43,0.30
19300,330.72,0.32
19400,1866.53,0.37
19500,2240.11,0.27
19600,2189.74,0.26
19700,2080.72,0.26
19800,2019.85,0.24
19900,1930.12,0.26
20000,1770.42,0.25
20100,1768.82,0.26
20200,1589.56,0.24
20300,1480.15,0.24
20400,1411.90,0.26
20500,1280.27,0.25
20600,1238.26,0.25
20700,1099.43,0.24
20800,1008.55,0.24
20900,859.34,0.24
21000,831.33,0.23
21100,829.09,0.24
21200,857.88,0.23
21300,735.13,0.22
21400,645.31,0.22
21500,652.65,0.23
21600,1078.61,0.24
21700,2336.58,0.20
21800,2272.32,0.19
21900,2200.78,0.18
22000,2137.94,0.18
22100,2032.93,0.17
22200,1981.70,0.18
22300,1811.52,0.18
22400,1800.09,0.18
22500,1731.84,0.19
22600,1632.03,0.18
22700,1521.06,0.17
22800,1305.76,0.18
22900,1274.83,0.16
23000,1331.11,0.18
23100,1110.64,0.18
23200,1125.34,0.18
23300,897.10,0.18
23400,905.11,0.16
23500,722.12,0.17
23600,593.16,0.17
23700,501.13,0.17
23800,447.47,0.18
23900,460.30,0.19
24000,2198.37,0.22
24100,2332.35,0.19
24200,2243.81,0.19
24300,2179.10,0.18
24400,2129.14,0.19
24500,2094.68,0.19
24600,2020.48,0.17
24700,1943.78,0.19
24800,1928.01,0.19
24900,1843.09,0.18
25000,1801.98,0.16
25100,1813.21,0.17
25200,1822.96,0.18
25300,1799.68,0.17
25400,1797.99,0.17
25500,1747.30,0.17
25600,1739.29,0.16
25700,1724.57,0.18
25800,1635.38,0.15
25900,1539.95,0.15
26000,1474.73,0.16
26100,1403.71,0.16
26200,1406.35,0.17
26300,2303.16,0.16
26400,2454.20,0.13
26500,2374.10,0.13
26600,2325.32,0.13
26700,2223.67,0.12
26800,2202.95,0.13
26900,2088.40,0.12
27000,1941.47,0.12
27100,1630.22,0.12
27200,1961.34,0.12
27300,1841.69,0.12
27400,1604.31,0.13
27500,1472.28,0.12
27600,1365.42,0.12
27700,1333.50,0.12
27800,1228.84,0.13
27900,1184.45,0.13
28000,1072.31,0.14
28100,1039.00,0.13
28200,726.59,0.13
28300,744.62,0.13
28400,665.22,0.13
28500,556.70,0.14
28600,534.33,0.13
28700,467.29,0.16
28800,2544.37,0.17
28900,2522.73,0.13
29000,2461.68,0.13
29100,2417.99,0.14
29200,2403.74,0.12
29300,2242.16,0.14
29400,2213.71,0.13
29500,2149.95,0.14
29600,1933.46,0.12
29700,1911.68,0.14
29800,1847.22,0.12
29900,1763.17,0.14
30000,1658.66,0.13
30100,1654.24,0.13
30200,1447.00,0.13
30300,1447.00,0.14
30400,1380.63,0.14
30500,1209.57,0.14
30600,1037.14,0.15
30700,964.70,0.14
30800,929.00,0.14
30900,833.26,0.13
31000,706.17,0.13
31100,526.64,0.14
31200,569.41,0.16
31300,1645.10,0.21
31400,2672.68,0.16
31500,2620.10,0.14
31600,2520.66,0.14
31700,2578.21,0.12
31800,2576.62,0.13
31900,2496.17,0.14
32000,2515.49,0.14
32100,2520.06,0.15
32200,2445.76,0.12
32300,2396.00,0.15
32400,2308.81,0.13
32500,2206.26,0.11
32600,2217.27,0.13
32700,2204.54,0.13
32800,2113.76,0.13
32900,1756.23,0.13
33000,1763.13,0.14
33100,1716.24,0.12
33200,1644.67,0.13
33300,1467.56,0.13
33400,1423.41,0.12
33500,1287.83,0.13
33600,1150.14,0.13
33700,1127.28,0.12
33800,989.56,0.13
33900,971.01,0.14
34000,2205.26,0.15
34100,2797.70,0.11
34200,2826.94,0.09
34300,2821.34,0.09
34400,2749.03,0.09
34500,2708.22,0.09
34600,2693.16,0.08
34700,2569.74,0.08
34800,2510.93,0.09
34900,2460.11,0.09
35000,2493.32,0.08
35100,2187.56,0.09
35200,2103.07,0.09
35300,2045.10,0.09
35400,2091.83,0.09
35500,1706.34,0.09
35600,1597.69,0.09
35700,1577.90,0.09
35800,1490.98,0.09
35900,1382.67,0.09
36000,1190.47,0.10
36100,988.03,0.09
36200,1224.89,0.09
36300,1231.08,0.09
36400,913.31,0.09
36500,813.79,0.09
36600,745.12,0.09
36700,738.93,0.10
36800,1020.10,0.12
36900,1498.29,0.19
37000,2974.09,0.08
37100,2934.69,0.07
37200,2923.86,0.08
37300,2902.50,0.08
37400,2783.74,0.08
37500,2768.62,0.08
37600,2718.61,0.08
37700,2685.60,0.08
37800,2650.20,0.09
37900,2626.23,0.08
38000,2552.48,0.08
38100,2502.16,0.09
38200,2436.04,0.08
38300,2313.57,0.09
38400,2379.20,0.09
38500,2303.67,0.09
38600,2138.99,0.08
38700,2052.01,0.09
38800,1964.44,0.09
38900,1979.31,0.09
39000,1806.90,0.09
39100,1713.90,0.09
39200,1679.90,0.09
39300,1727.29,0.10
39400,1689.93,0.09
39500,1666.26,0.10
39600,1809.26,0.11
39700,2456.78,0.11
39800,3108.58,0.09
39900,3139.44,0.08
40000,3143.94,0.08
40100,3084.95,0.07
40200,3024.75,0.07
40300,2978.00,0.08
40400,2863.90,0.07
40500,2727.27,0.08
40600,2653.64,0.08
40700,2501.16,0.08
40800,2509.09,0.07
40900,2407.74,0.08
41000,2284.56,0.08
41100,2155.24,0.08
41200,2242.22,0.08
41300,2076.27,0.09
41400,1928.11,0.08
41500,1695.50,0.08
41600,1989.62,0.08
41700,1637.65,0.08
41800,1514.82,0.08
41900,1414.12,0.08
42000,1314.28,0.09
42100,1245.33,0.08
42200,1171.82,0.08
42300,1075.26,0.09
42400,977.32,0.08
42500,874.24,0.08
42600,737.15,0.08
42700,641.03,0.09
42800,625.21,0.09
42900,586.40,0.11
43000,1600.37,0.18
43100,3264.64,0.14
43200,3263.35,0.10
43300,3218.12,0.10
43400,3040.17,0.10
43500,3006.57,0.10
43600,2893.42,0.09
43700,2791.38,0.10
43800,2738.95,0.10
43900,2702.62,0.10
44000,2591.63,0.10
44100,2532.40,0.10
44200,2442.12,0.11
44300,2465.83,0.09
44400,2360.25,0.09
44500,2225.54,0.09
44600,2181.50,0.10
44700,2169.52,0.10
44800,2051.80,0.09
44900,1902.08,0.10
45000,1854.11,0.10
45100,1997.30,0.08
45200,1733.66,0.10
45300,1516.31,0.09
45400,1380.85,0.09
45500,1309.72,0.09
45600,1237.30,0.09
45700,1187.46,0.09
45800,1205.24,0.09
45900,1127.67,0.10
46000,1105.79,0.09
46100,1023.91,0.10
46200,980.35,0.10
46300,1057.43,0.12
46400,3244.89,0.10
46500,3384.96,0.08
46600,3330.78,0.09
46700,3255.55,0.08
46800,3180.69,0.08
46900,3082.49,0.09
47000,3172.56,0.07
47100,3055.66,0.09
47200,2844.89,0.08
47300,2761.59,0.08
47400,2570.39,0.07
47500,2442.04,0.09
47600,2326.63,0.07
47700,2152.57,0.07
47800,2213.34,0.09
47900,2575.11,0.07
48000,2137.14,0.09
48100,1930.91,0.08
48200,2050.73,0.09
48300,1921.66,0.08
48400,1879.32,0.07
48500,1778.71,0.09
48600,1679.66,0.09
48700,1590.79,0.09
48800,1464.99,0.08
48900,1770.02,0.09
49000,1660.51,0.08
49100,963.11,0.09
49200,804.27,0.08
49300,623.66,0.08
49400,569.24,0.08
49500,559.81,0.09
49600,327.52,0.09
49700,283.21,0.11
49800,2166.84,0.23
49900,3431.61,0.23
50000,3470.80,0.20
50100,3557.94,0.12
50200,3512.67,0.12
50300,3427.23,0.13
50400,3379.05,0.10
50500,3302.78,0.14
50600,3254.11,0.08
50700,3197.72,0.11
50800,3205.23,0.10
50900,3189.58,0.12
51000,3189.14,0.12
51100,2965.70,0.12
51200,2856.78,0.10
51300,2771.15,0.11
51400,2744.15,0.12
51500,2590.10,0.11
51600,2325.01,0.10
51700,2494.27,0.10
51800,2368.32,0.08
51900,2225.93,0.09
52000,2195.51,0.12
52100,2081.68,0.11
52200,1969.91,0.10
52300,1967.51,0.08
52400,1778.49,0.09
52500,1722.51,0.12
52600,1688.98,0.10
52700,1591.88,0.09
52800,1517.59,0.11
52900,1347.02,0.11
53000,1313.19,0.10
53100,1158.87,0.12
53200,1199.93,0.10
53300,1021.52,0.12
53400,955.89,0.12
53500,1508.80,0.15
53600,3656.33,0.10
53700,3675.10,0.10
53800,3593.05,0.08
53900,3542.38,0.08
54000,3451.84,0.08
54100,3367.42,0.08
54200,3337.86,0.09
54300,3293.03,0.09
54400,3258.95,0.08
54500,3208.58,0.08
54600,3080.92,0.09
54700,3072.69,0.09
54800,2985.02,0.09
54900,2863.54,0.09
55000,2670.73,0.08
55100,2512.06,0.09
55200,2457.23,0.10
55300,2370.17,0.09
55400,2255.30,0.10
55500,2257.24,0.10
55600,2130.89,0.10
55700,1969.78,0.10
55800,1944.84,0.10
55900,1803.13,0.10
56000,1809.29,0.10
56100,1653.94,0.09
56200,1527.25,0.11
56300,1511.36,0.10
56400,1470.46,0.11
56500,1459.98,0.11
56600,1586.37,0.12
56700,1843.58,0.12
56800,2326.14,0.13
56900,3477.38,0.13
57000,3642.62,0.07
57100,3575.22,0.07
57200,3525.25,0.07
57300,3444.41,0.07
57400,3377.87,0.09
57500,3308.85,0.09
57600,3196.70,0.09
57700,3162.86,0.08
57800,3082.39,0.08
57900,3071.42,0.09
58000,3054.38,0.08
58100,2987.20,0.09
58200,2917.47,0.09
58300,2806.10,0.09
58400,2743.78,0.08
58500,2690.51,0.09
58600,2457.66,0.09
58700,2249.49,0.09
58800,2543.15,0.08
58900,2401.76,0.09
59000,2207.75,0.08
59100,2136.63,0.08
59200,1956.19,0.08
59300,1778.19,0.09
59400,1863.39,0.08
59500,1833.52,0.09
59600,1221.76,0.09
59700,1476.30,0.09
59800,1613.12,0.09
59900,1613.11,0.09
60000,984.45,0.09
60100,847.77,0.09
60200,782.94,0.09
60300,816.37,0.10
60400,1698.39,0.12
60500,3554.97,0.17
60600,3537.52,0.09
60700,3482.68,0.09
60800,3406.07,0.08
60900,3299.17,0.08
61000,3259.02,0.08
61100,3197.62,0.08
61200,3227.53,0.08
61300,2965.33,0.08
61400,2955.55,0.08
61500,2962.67,0.08
61600,2852.93,0.06
61700,2653.81,0.07
61800,2601.90,0.06
61900,2627.78,0.09
62000,2591.08,0.07
62100,2316.63,0.08
62200,2158.08,0.08
62300,2097.90,0.06
62400,2027.05,0.06
62500,1862.56,0.08
62600,2104.56,0.06
62700,1874.42,0.06
62800,2168.13,0.08
62900,1848.28,0.07
63000,1631.47,0.07
63100,1532.15,0.07
63200,1248.20,0.07
63300,1215.71,0.08
63400,1108.05,0.08
63500,1092.41,0.08
63600,1061.78,0.08
63700,1052.71,0.09
63800,1045.82,0.10
63900,2204.63,0.13
64000,3428.32,0.08
64100,3374.47,0.07
64200,3300.16,0.06
64300,3255.07,0.06
64400,3061.82,0.07
64500,3056.78,0.05
64600,2947.97,0.07
64700,2847.06,0.06
64800,2803.13,0.08
64900,2635.08,0.06
65000,2518.62,0.06
65100,2481.28,0.06
65200,2492.14,0.06
65300,2425.11,0.05
65400,2385.86,0.07
65500,2259.32,0.06
65600,2128.84,0.06
65700,1866.95,0.06
65800,1843.70,0.05
65900,1815.78,0.06
66000,1707.96,0.06
66100,1596.49,0.06
66200,1494.23,0.07
66300,1445.76,0.07
66400,1323.00,0.06
66500,1243.34,0.06
66600,1158.76,0.08
66700,1133.82,0.06
66800,1119.96,0.07
66900,1044.95,0.08
67000,1059.74,0.08
67100,1224.34,0.09
67200,1728.80,0.12
67300,3173.20,0.11
67400,3278.32,0.09
67500,3236.51,0.07
67600,3150.87,0.06
67700,3099.91,0.07
67800,2999.51,0.07
67900,2857.78,0.07
68000,2811.04,0.06
68100,2730.37,0.08
68200,2622.90,0.07
68300,2523.42,0.07
68400,2485.14,0.07
68500,2544.23,0.07
68600,2202.80,0.08
68700,2040.47,0.07
68800,2024.81,0.06
68900,1873.04,0.06
69000,1822.37,0.08
69100,1780.44,0.07
69200,1718.04,0.08
69300,1703.95,0.07
69400,1652.11,0.06
69500,1477.49,0.07
69600,1465.18,0.08
69700,1349.76,0.07
69800,1399.00,0.08
69900,1491.30,0.08
70000,1634.40,0.09
70100,1620.41,0.09
70200,1567.81,0.09
70300,1910.86,0.10
70400,3010.53,0.09
70500,3168.36,0.08
70600,3174.72,0.06
70700,3160.39,0.05
70800,3116.04,0.05
70900,3039.84,0.04
71000,2916.39,0.05
71100,2822.12,0.05
71200,2711.80,0.05
71300,2691.47,0.05
71400,2625.97,0.05
71500,2564.34,0.05
71600,2519.27,0.05
71700,2622.58,0.05
71800,3112.79,0.04
71900,3027.34,0.04
72000,2916.04,0.04
72100,2868.93,0.04
72200,2798.17,0.04
72300,2789.90,0.04
72400,3085.70,0.04
72500,3072.59,0.04
72600,3063.10,0.04
72700,3023.53,0.03
72800,2936.85,0.03
72900,2802.99,0.03
73000,2741.04,0.03
73100,2647.46,0.03
73200,2594.05,0.03
73300,2493.00,0.03
73400,2506.88,0.03
73500,2349.22,0.04
73600,2168.93,0.03
73700,2120.48,0.04
73800,2239.60,0.03
73900,2099.02,0.03
74000,1984.51,0.03
74100,1888.77,0.03
74200,1818.34,0.03
74300,1828.13,0.02
74400,1575.24,0.03
74500,1433.55,0.03
74600,1382.66,0.03
74700,1293.92,0.03
74800,1162.15,0.03
74900,1110.02,0.03
75000,905.94,0.03
75100,768.32,0.03
75200,822.96,0.03
75300,609.89,0.04
75400,541.62,0.05
75500,501.61,0.05
75600,1220.48,0.11
75700,2970.77,0.03
75800,2925.25,0.03
75900,2966.97,0.02
76000,2948.59,0.03
76100,2914.67,0.03
76200,2864.40,0.02
76300,2735.52,0.03
76400,2724.43,0.03
76500,2630.11,0.02
76600,2520.74,0.03
76700,2466.11,0.03
76800,2448.53,0.02
76900,2372.37,0.03
77000,2466.25,0.03
77100,2511.13,0.03
77200,2437.39,0.03
77300,2361.76,0.03
77400,2267.72,0.03
77500,2240.31,0.03
77600,2071.07,0.03
77700,2045.18,0.04
77800,2021.49,0.03
77900,2014.13,0.04
78000,1906.10,0.03
78100,1813.15,0.04
78200,1801.09,0.04
78300,1825.06,0.04
78400,1937.45,0.04
78500,2466.65,0.04
78600,2817.01,0.05
78700,2818.25,0.05
78800,2791.54,0.05
78900,2729.21,0.05
79000,2663.47,0.05
79100,2656.00,0.05
79200,2656.00,0.05
79300,2587.55,0.05
79400,2758.53,0.05
79500,2713.78,0.05
79600,2635.99,0.05
79700,2573.14,0.05
79800,2477.15,0.05
79900,2410.16,0.05
80000,2380.62,0.05
80100,2388.89,0.05
80200,2404.74,0.05
80300,2348.65,0.05
80400,2303.12,0.05
80500,2305.87,0.05
80600,2287.66,0.05
80700,2284.91,0.05
80800,2165.57,0.05
80900,2112.05,0.05
81000,2068.73,0.05
81100,1999.11,0.05
81200,1936.06,0.05
81300,2115.63,0.06
81400,2614.40,0.06
81500,2676.91,0.05
81600,2670.10,0.05
81700,2643.10,0.05
81800,2560.44,0.05
81900,2466.99,0.05
82000,2385.31,0.05
82100,2346.47,0.05
82200,2229.86,0.05
82300,2149.46,0.05
82400,2195.33,0.05
82500,2149.89,0.05
82600,2034.50,0.05
82700,1860.93,0.05
82800,1769.63,0.05
82900,1847.38,0.05
83000,1653.09,0.05
83100,1432.37,0.05
83200,1327.43,0.05
83300,1508.51,0.05
83400,1419.22,0.05
83500,1195.99,0.05
83600,954.96,0.05
83700,884.50,0.05
83800,825.04,0.05
83900,738.99,0.06
84000,819.91,0.07
84100,1193.90,0.10
84200,2519.18,0.09
84300,2497.17,0.08
84400,2497.18,0.07
84500,2505.00,0.07
84600,2370.60,0.08
84700,2078.39,0.08
84800,2017.00,0.08
84900,1930.68,0.07
85000,1820.24,0.08
85100,1752.38,0.07
85200,1644.90,0.07
85300,1644.45,0.08
85400,1529.75,0.09
85500,1363.06,0.08
85600,1301.15,0.09
85700,1225.85,0.09
85800,994.43,0.10
85900,1103.00,0.09
86000,1103.00,0.08
86100,1103.00,0.07
86200,733.85,0.09
86300,719.10,0.09
86400,640.02,0.09
86500,512.28,0.10
86600,583.01,0.11
86700,1970.89,0.13
86800,2294.54,0.13
86900,2241.66,0.14
87000,2140.95,0.13
87100,2073.76,0.12
87200,1914.48,0.13
87300,2027.96,0.13
87400,1794.56,0.12
87500,1668.68,0.13
87600,1583.54,0.13
87700,1411.89,0.13
87800,1328.28,0.12
87900,1408.87,0.13
88000,1256.94,0.12
88100,1073.54,0.12
88200,1021.32,0.12
88300,902.08,0.12
88400,796.08,0.13
88500,733.03,0.14
88600,648.44,0.14
88700,636.27,0.14
88800,516.53,0.15
88900,410.73,0.15
89000,849.82,0.21
89100,2142.46,0.22
89200,2093.92,0.22
89300,1984.24,0.24
89400,1959.60,0.24
89500,1837.04,0.21
89600,1811.13,0.25
89700,1716.52,0.25
89800,1635.88,0.21
89900,1533.48,0.23
90000,1568.16,0.21
90100,1460.74,0.19
90200,1315.80,0.24
90300,1142.88,0.21
90400,1059.65,0.21
90500,811.31,0.20
90600,738.33,0.21
90700,738.30,0.21
90800,505.59,0.22
90900,543.95,0.20
91000,459.95,0.22
91100,444.81,0.22
91200,1449.50,0.36
91300,1889.68,0.41
91400,1851.09,0.41
91500,1722.08,0.40
91600,1563.05,0.40
91700,1675.85,0.40
91800,1721.50,0.40
91900,1614.13,0.40
92000,1437.39,0.40
92100,1359.24,0.40
92200,1320.13,0.40
92300,1272.04,0.40
92400,1166.78,0.40
92500,1199.85,0.40
92600,1082.22,0.40
92700,1008.47,0.39
92800,1081.49,0.40
92900,861.51,0.40
93000,639.94,0.39
93100,620.54,0.41
93200,1706.82,0.66
93300,1610.54,0.65
93400,1563.37,0.65
93500,1509.65,0.64
93600,1435.57,0.64
93700,1347.35,0.65
93800,1338.61,0.63
93900,1263.40,0.65
94000,1200.07,0.64
94100,1148.19,0.64
94200,1099.52,0.64
94300,1029.63,0.63
94400,1007.68,0.64
94500,947.86,0.63
94600,862.59,0.63
94700,819.96,0.64
94800,609.01,0.63
94900,1144.38,0.80
95000,1418.46,0.85
95100,1388.59,0.85
95200,1301.58,0.85
95300,1302.93,0.85
95400,1201.65,0.84
95500,1134.36,0.85
95600,1084.71,0.85
95700,1012.48,0.85
95800,962.59,0.85
95900,908.18,0.85
96000,823.71,0.84
96100,766.46,0.85
96200,724.02,0.85
96300,249.72,0.84
96400,1126.00,0.84
96500,1180.82,0.85
96600,1105.15,0.85
96700,1011.95,0.85
96800,957.98,0.85
96900,948.72,0.85
97000,791.27,0.85
97100,737.29,0.84
97200,634.85,0.84
97300,336.26,0.84
97400,585.27,0.84
97500,226.13,0.84
97600,735.37,0.89
97700,937.32,0.91
97800,895.04,0.91
97900,831.40,0.91
98000,716.07,0.91
98100,536.90,0.91
98200,415.59,0.90
98300,542.20,0.91
98400,442.33,0.90
98500,306.97,0.90
98600,706.86,0.95
98700,641.45,0.95
98800,564.14,0.94
98900,511.22,0.94
99000,459.83,0.94
99100,342.98,0.94
99200,266.72,0.93
99300,384.64,0.97
99400,418.15,0.99
99500,356.30,0.98
99600,266.46,0.98
99700,170.39,0.98
99800,189.47,1.00
99900,117.26,0.99
100000,41.74,1.00
