window_end,active_games,bucket0_ratio
96400,858.88,0.63
96500,825.09,0.63
96600,810.84,0.63
96700,804.14,0.64
96800,781.33,0.65
96900,771.84,0.66
97000,752.29,0.70
97100,734.51,0.71
97200,717.22,0.75
97300,694.14,0.77
97400,678.04,0.78
97500,661.77,0.80
97600,640.95,0.81
97700,622.84,0.82
97800,602.16,0.84
97900,582.72,0.86
98000,565.34,0.88
98100,547.66,0.89
98200,528.86,0.90
98300,508.13,0.91
98400,486.94,0.92
98500,463.95,0.92
98600,438.22,0.92
98700,409.53,0.93
98800,385.95,0.95
98900,356.85,0.95
99000,327.56,0.96
99100,301.78,0.97
99200,273.85,0.97
99300,247.07,0.98
99400,220.31,0.98
99500,190.95,0.99
99600,158.83,0.99
99700,127.57,0.99
99800,94.17,1.00
99900,62.17,1.00
100000,23.41,1.00
