window_end,active_games,bucket0_ratio
25300,1960.60,0.85
25400,1966.48,0.86
25500,1961.44,0.86
25600,1950.52,0.85
25700,1954.72,0.85
25800,1958.08,0.85
25900,1948.00,0.85
26000,1948.84,0.85
26100,1963.96,0.85
26200,1948.00,0.85
26300,1951.36,0.85
26400,1971.52,0.85
26500,1953.04,0.85
26600,1949.68,0.85
26700,1956.40,0.84
26800,1499.69,0.83
26900,2024.19,0.85
27000,2001.52,0.84
27100,1989.82,0.85
27200,1967.95,0.85
27300,1928.23,0.85
27400,1896.30,0.85
27500,1887.83,0.85
27600,1878.37,0.85
27700,1839.03,0.84
27800,1685.97,0.84
27900,1670.81,0.84
28000,1631.76,0.84
28100,1676.35,0.85
28200,1631.76,0.85
28300,1666.81,0.85
28400,1628.00,0.84
28500,1627.61,0.84
28600,1343.51,0.84
28700,603.10,0.85
28800,699.03,0.84
28900,2090.98,0.83
29000,2103.16,0.84
29100,2018.67,0.84
29200,1947.62,0.84
29300,1900.44,0.84
29400,1873.88,0.84
29500,1848.51,0.84
29600,1779.68,0.84
29700,1753.20,0.84
29800,1704.24,0.84
29900,1701.00,0.84
30000,1701.00,0.84
30100,1701.00,0.84
30200,1701.00,0.83
30300,1699.30,0.84
30400,1716.24,0.84
30500,1718.29,0.83
30600,1671.31,0.83
30700,1649.10,0.83
30800,1548.48,0.83
30900,651.45,0.83
31000,1596.47,0.82
31100,2111.46,0.84
31200,2039.12,0.84
31300,1938.42,0.84
31400,1901.91,0.84
31500,1888.63,0.84
31600,1858.38,0.84
31700,1867.13,0.85
31800,1834.68,0.84
31900,1877.26,0.84
32000,1870.36,0.85
32100,1782.80,0.85
32200,1775.60,0.85
32300,1800.79,0.84
32400,1814.99,0.85
32500,1785.44,0.84
32600,1803.49,0.83
32700,1799.88,0.83
32800,1893.74,0.84
32900,1810.71,0.84
33000,1766.46,0.83
33100,1782.70,0.83
33200,2122.79,0.85
33300,2071.14,0.85
33400,2046.75,0.85
33500,2011.91,0.85
33600,1997.56,0.85
33700,1995.93,0.85
33800,1999.25,0.85
33900,1996.19,0.85
34000,1997.79,0.85
34100,2000.64,0.85
34200,1995.00,0.85
34300,1969.53,0.85
34400,1781.00,0.84
34500,1647.63,0.85
34600,1401.03,0.84
34700,1250.00,0.84
34800,1257.45,0.84
34900,1158.29,0.84
35000,1134.00,0.84
35100,1134.00,0.84
35200,858.34,0.83
35300,2168.28,0.83
35400,2118.85,0.84
35500,2062.09,0.83
35600,1998.77,0.83
35700,1960.36,0.83
35800,1955.85,0.83
35900,1947.64,0.83
36000,1945.15,0.83
36100,1909.29,0.83
36200,1864.78,0.83
36300,1833.49,0.83
36400,1806.09,0.83
36500,1778.85,0.83
36600,1739.89,0.83
36700,1658.17,0.83
36800,1415.00,0.83
36900,1293.09,0.83
37000,1405.84,0.83
37100,920.70,0.83
37200,758.93,0.82
37300,593.91,0.82
37400,1368.48,0.81
37500,2127.89,0.84
37600,2111.92,0.84
37700,2106.71,0.83
37800,2113.16,0.84
37900,2114.69,0.84
38000,2110.10,0.84
38100,2106.53,0.84
38200,2118.25,0.84
38300,2132.03,0.84
38400,2126.65,0.83
38500,2114.37,0.84
38600,2105.00,0.85
38700,2105.00,0.84
38800,2105.00,0.85
38900,2105.00,0.85
39000,2105.00,0.84
39100,2105.00,0.84
39200,2105.00,0.84
39300,2105.00,0.85
39400,2096.61,0.84
39500,1953.02,0.84
39600,2154.08,0.84
39700,2138.37,0.85
39800,2071.31,0.85
39900,2007.87,0.85
40000,1933.04,0.84
40100,1873.67,0.84
40200,1850.69,0.85
40300,1804.43,0.85
40400,1764.18,0.84
40500,1771.59,0.85
40600,1632.96,0.85
40700,1548.07,0.85
40800,1472.18,0.84
40900,1331.67,0.84
41000,1308.60,0.84
41100,1202.35,0.84
41200,1133.45,0.84
41300,1286.60,0.84
41400,1035.30,0.84
41500,823.40,0.83
41600,484.88,0.84
41700,1505.42,0.81
41800,2171.41,0.84
41900,2116.68,0.84
42000,2079.26,0.84
42100,2024.08,0.84
42200,1972.26,0.84
42300,1934.94,0.84
42400,1928.53,0.84
42500,1958.49,0.83
42600,1900.39,0.84
42700,1887.22,0.84
42800,1848.54,0.84
42900,1753.15,0.83
43000,1714.76,0.83
43100,1666.99,0.83
43200,1605.11,0.83
43300,1451.65,0.83
43400,1366.75,0.83
43500,1218.67,0.83
43600,924.63,0.83
43700,545.86,0.82
43800,494.73,0.82
43900,2058.58,0.84
44000,2115.97,0.84
44100,2050.98,0.85
44200,2022.35,0.85
44300,1958.47,0.85
44400,1940.83,0.85
44500,1918.78,0.85
44600,1869.72,0.85
44700,1830.09,0.85
44800,1869.99,0.85
44900,1863.48,0.84
45000,1905.31,0.85
45100,1809.16,0.85
45200,1788.01,0.85
45300,1780.19,0.84
45400,1786.03,0.84
45500,1824.44,0.85
45600,1817.81,0.84
45700,1784.57,0.85
45800,1824.56,0.84
45900,2150.82,0.84
46000,2153.01,0.84
46100,2161.85,0.85
46200,2110.58,0.85
46300,2050.20,0.85
46400,1992.18,0.85
46500,1960.10,0.85
46600,1927.18,0.85
46700,1879.80,0.85
46800,1841.38,0.85
46900,1741.75,0.85
47000,1713.77,0.85
47100,1622.97,0.84
47200,1545.85,0.85
47300,1490.15,0.84
47400,1290.51,0.84
47500,1326.82,0.85
47600,1191.33,0.85
47700,1132.89,0.85
47800,883.89,0.84
47900,485.33,0.84
48000,1981.30,0.82
48100,2142.46,0.82
48200,2135.72,0.83
48300,2118.42,0.84
48400,2098.44,0.84
48500,2078.81,0.84
48600,2061.01,0.84
48700,2039.69,0.84
48800,2019.92,0.84
48900,1987.02,0.84
49000,1960.65,0.84
49100,1902.62,0.83
49200,1709.38,0.84
49300,1607.97,0.84
49400,1574.70,0.84
49500,1648.83,0.84
49600,1430.81,0.83
49700,1100.39,0.83
49800,828.83,0.83
49900,903.23,0.83
50000,496.68,0.83
50100,1029.43,0.81
50200,2178.10,0.84
50300,2085.46,0.84
50400,1989.53,0.83
50500,1947.30,0.83
50600,1907.23,0.84
50700,1883.57,0.84
50800,1882.00,0.84
50900,1909.62,0.85
51000,1797.66,0.85
51100,1799.72,0.85
51200,1823.22,0.84
51300,1723.45,0.84
51400,1767.09,0.84
51500,1696.72,0.83
51600,1677.44,0.84
51700,1695.90,0.84
51800,1724.33,0.84
51900,1733.96,0.84
52000,1682.93,0.83
52100,1680.91,0.83
52200,1822.51,0.81
52300,2186.57,0.83
52400,2166.47,0.85
52500,2111.91,0.85
52600,2065.19,0.85
52700,2026.43,0.84
52800,1994.84,0.85
52900,1968.94,0.85
53000,1952.87,0.84
53100,1936.60,0.85
53200,1920.88,0.84
53300,1885.96,0.84
53400,1847.68,0.84
53500,1852.12,0.84
53600,1843.00,0.84
53700,1843.89,0.84
53800,1866.91,0.84
53900,1868.66,0.84
54000,1843.45,0.84
54100,1511.61,0.83
54200,1122.30,0.83
54300,926.53,0.83
54400,1361.96,0.82
54500,2192.21,0.83
54600,2143.68,0.84
54700,2104.83,0.84
54800,2080.66,0.84
54900,2048.38,0.84
55000,1987.95,0.84
55100,1924.23,0.84
55200,1867.12,0.83
55300,1845.84,0.84
55400,1821.46,0.84
55500,1721.15,0.84
55600,1684.42,0.83
55700,1537.81,0.83
55800,1491.86,0.83
55900,1463.92,0.83
56000,1257.40,0.83
56100,1092.96,0.83
56200,1132.35,0.83
56300,971.01,0.83
56400,761.53,0.83
56500,653.92,0.83
56600,1633.70,0.82
56700,2173.71,0.84
56800,2153.20,0.85
56900,2117.00,0.84
57000,2123.33,0.84
57100,2089.86,0.85
57200,2053.79,0.84
57300,2040.44,0.85
57400,2070.72,0.84
57500,2011.63,0.84
57600,2012.13,0.84
57700,2008.15,0.84
57800,2013.66,0.84
57900,1988.09,0.85
58000,1990.06,0.85
58100,1970.92,0.85
58200,1968.92,0.84
58300,1967.42,0.84
58400,1971.45,0.84
58500,1968.62,0.84
58600,1963.98,0.84
58700,1914.17,0.84
58800,2047.26,0.85
58900,2123.46,0.85
59000,2061.32,0.85
59100,2010.36,0.85
59200,1988.28,0.85
59300,1948.82,0.85
59400,1918.97,0.85
59500,1905.08,0.85
59600,1892.87,0.85
59700,1864.00,0.85
59800,1807.94,0.84
59900,1795.94,0.84
60000,1740.18,0.84
60100,1632.42,0.84
60200,1543.82,0.84
60300,1540.08,0.84
60400,1515.00,0.84
60500,1544.10,0.84
60600,1278.35,0.84
60700,744.60,0.84
60800,550.59,0.84
60900,1119.07,0.82
61000,2196.30,0.84
61100,2145.01,0.84
61200,2073.04,0.84
61300,2035.11,0.84
61400,2017.59,0.84
61500,1994.21,0.84
61600,1992.31,0.84
61700,1955.40,0.84
61800,1903.12,0.84
61900,1829.18,0.84
62000,1775.49,0.84
62100,1767.01,0.84
62200,1790.30,0.84
62300,1766.00,0.83
62400,1809.80,0.84
62500,1836.02,0.83
62600,1812.12,0.84
62700,1766.00,0.83
62800,1270.59,0.83
62900,986.81,0.83
63000,627.96,0.83
63100,1334.41,0.83
63200,2154.88,0.84
63300,2066.70,0.84
63400,2008.19,0.85
63500,1958.69,0.84
63600,1896.68,0.84
63700,1869.56,0.84
63800,1888.90,0.84
63900,1875.57,0.84
64000,1835.44,0.84
64100,1824.61,0.84
64200,1867.93,0.84
64300,1835.44,0.84
64400,1835.44,0.84
64500,1849.88,0.84
64600,1824.61,0.83
64700,1851.33,0.83
64800,1842.89,0.82
64900,1827.74,0.84
65000,1824.27,0.83
65100,1812.23,0.84
65200,1874.38,0.82
65300,2171.79,0.84
65400,2123.87,0.85
65500,2055.96,0.85
65600,2001.10,0.85
65700,1941.86,0.85
65800,1920.44,0.85
65900,1844.40,0.85
66000,1762.44,0.85
66100,1728.37,0.84
66200,1687.55,0.84
66300,1608.94,0.84
66400,1458.92,0.84
66500,1455.00,0.84
66600,1417.80,0.84
66700,1362.00,0.84
66800,1364.26,0.84
66900,1362.00,0.84
67000,1356.69,0.84
67100,1079.36,0.84
67200,924.35,0.83
67300,519.75,0.83
67400,2051.57,0.83
67500,2176.52,0.85
67600,2119.38,0.85
67700,2010.64,0.85
67800,1929.79,0.85
67900,1865.31,0.85
68000,1850.53,0.85
68100,1807.41,0.85
68200,1700.34,0.84
68300,1674.92,0.84
68400,1626.04,0.84
68500,1557.64,0.84
68600,1458.47,0.84
68700,1382.22,0.84
68800,1388.92,0.84
68900,1351.63,0.84
69000,1350.10,0.84
69100,1339.55,0.84
69200,1162.24,0.83
69300,785.46,0.83
69400,607.05,0.82
69500,769.01,0.80
69600,2171.25,0.83
69700,2126.85,0.83
69800,2051.91,0.82
69900,1988.83,0.83
70000,1972.69,0.83
70100,1944.38,0.83
70200,1909.73,0.82
70300,1894.46,0.83
70400,1841.26,0.82
70500,1855.33,0.82
70600,1914.30,0.82
70700,1838.61,0.83
70800,1799.75,0.83
70900,1771.09,0.82
71000,1775.84,0.83
71100,1815.20,0.82
71200,1750.96,0.82
71300,1787.17,0.83
71400,1796.15,0.82
71500,1709.29,0.82
71600,1809.30,0.82
71700,2158.80,0.84
71800,2143.17,0.85
71900,2077.05,0.85
72000,2032.73,0.85
72100,1976.11,0.85
72200,1908.54,0.85
72300,1854.83,0.85
72400,1820.87,0.85
72500,1756.61,0.85
72600,1735.13,0.85
72700,1657.44,0.85
72800,1647.00,0.85
72900,1671.24,0.85
73000,1647.00,0.85
73100,1661.28,0.85
73200,1668.95,0.85
73300,1592.05,0.85
73400,1523.65,0.84
73500,1471.99,0.84
73600,1364.71,0.84
73700,868.80,0.83
73800,2069.00,0.82
73900,2187.21,0.84
74000,2117.70,0.84
74100,2060.02,0.84
74200,2008.22,0.84
74300,1971.13,0.84
74400,1920.26,0.84
74500,1898.83,0.84
74600,1890.67,0.84
74700,1851.83,0.84
74800,1782.87,0.84
74900,1793.17,0.84
75000,1679.79,0.83
75100,1672.63,0.83
75200,1671.87,0.83
75300,1686.08,0.84
75400,1666.12,0.83
75500,1372.11,0.83
75600,965.09,0.83
75700,849.82,0.83
75800,772.56,0.83
75900,712.43,0.82
76000,2124.20,0.84
76100,2121.21,0.84
76200,2052.35,0.84
76300,2005.70,0.85
76400,1942.85,0.84
76500,1909.76,0.84
76600,1906.66,0.84
76700,1912.85,0.85
76800,1885.93,0.84
76900,1910.85,0.83
77000,1986.19,0.84
77100,1839.68,0.84
77200,1842.44,0.83
77300,1839.00,0.83
77400,1855.32,0.84
77500,1829.57,0.84
77600,1890.26,0.84
77700,1868.84,0.84
77800,1847.42,0.84
77900,1826.00,0.84
78000,1810.00,0.83
78100,1962.30,0.83
78200,2094.97,0.85
78300,2053.10,0.85
78400,1982.55,0.85
78500,1925.18,0.85
78600,1838.03,0.85
78700,1782.81,0.85
78800,1693.62,0.85
78900,1645.98,0.85
79000,1621.58,0.85
79100,1545.70,0.84
79200,1522.02,0.85
79300,1306.96,0.85
79400,1429.98,0.85
79500,1189.25,0.85
79600,1078.30,0.84
79700,852.73,0.84
79800,749.30,0.84
79900,737.88,0.84
80000,706.41,0.84
80100,515.04,0.83
80200,1168.45,0.82
80300,2005.01,0.84
80400,1944.31,0.83
80500,1872.31,0.84
80600,1829.20,0.83
80700,1802.90,0.84
80800,1781.21,0.84
80900,1727.43,0.84
81000,1657.26,0.84
81100,1568.01,0.84
81200,1539.62,0.84
81300,1553.36,0.84
81400,1441.42,0.83
81500,1357.79,0.83
81600,1294.37,0.83
81700,1273.91,0.83
81800,1094.05,0.83
81900,728.50,0.83
82000,618.30,0.83
82100,492.62,0.83
82200,848.78,0.83
82300,1921.40,0.85
82400,1901.50,0.84
82500,1822.67,0.84
82600,1761.14,0.84
82700,1729.25,0.85
82800,1700.23,0.84
82900,1678.93,0.84
83000,1653.33,0.84
83100,1649.22,0.84
83200,1671.53,0.84
83300,1652.59,0.85
83400,1614.93,0.84
83500,1700.09,0.84
83600,1670.10,0.84
83700,1635.96,0.85
83800,1613.88,0.85
83900,1615.88,0.84
84000,1560.27,0.84
84100,1710.94,0.82
84200,1784.53,0.84
84300,1719.64,0.84
84400,1660.02,0.84
84500,1608.39,0.84
84600,1593.29,0.84
84700,1573.62,0.84
84800,1552.29,0.84
84900,1509.78,0.84
85000,1461.10,0.84
85100,1391.94,0.84
85200,1264.36,0.84
85300,1100.53,0.84
85400,993.00,0.83
85500,995.55,0.84
85600,929.07,0.84
85700,790.21,0.84
85800,725.64,0.83
85900,1133.48,0.83
86000,1684.15,0.84
86100,1658.20,0.85
86200,1626.75,0.85
86300,1592.31,0.85
86400,1566.65,0.85
86500,1519.21,0.85
86600,1503.00,0.85
86700,1503.00,0.85
86800,1504.66,0.85
86900,1503.89,0.85
87000,1496.56,0.85
87100,1461.60,0.85
87200,1459.76,0.84
87300,1456.95,0.84
87400,1399.61,0.84
87500,735.14,0.84
87600,1093.74,0.83
87700,1588.18,0.84
87800,1589.84,0.85
87900,1588.23,0.84
88000,1591.22,0.85
88100,1590.99,0.84
88200,1597.20,0.85
88300,1597.09,0.84
88400,1588.48,0.84
88500,1590.40,0.84
88600,1589.20,0.84
88700,1589.84,0.84
88800,1589.60,0.84
88900,1589.44,0.84
89000,1588.96,0.84
89100,1590.24,0.83
89200,1495.90,0.82
89300,1447.78,0.81
89400,1389.07,0.81
89500,1350.48,0.81
89600,1305.79,0.81
89700,1300.53,0.81
89800,1300.43,0.81
89900,1297.00,0.81
90000,1297.00,0.81
90100,1288.33,0.81
90200,1250.00,0.81
90300,1255.17,0.81
90400,1251.88,0.80
90500,1228.07,0.81
90600,425.40,0.80
90700,957.96,0.79
90800,1311.15,0.80
90900,1259.61,0.80
91000,1167.86,0.80
91100,1242.80,0.80
91200,1242.98,0.80
91300,1207.17,0.80
91400,1144.80,0.79
91500,1095.44,0.79
91600,1083.41,0.79
91700,1035.81,0.79
91800,888.69,0.79
91900,760.12,0.79
92000,741.00,0.79
92100,1254.66,0.81
92200,1235.96,0.81
92300,1238.76,0.81
92400,1244.20,0.82
92500,1227.99,0.83
92600,1210.98,0.82
92700,1188.04,0.82
92800,1054.81,0.82
92900,725.47,0.82
93000,684.56,0.82
93100,851.28,0.82
93200,728.22,0.82
93300,847.23,0.83
93400,1097.35,0.84
93500,1040.20,0.84
93600,976.27,0.84
93700,926.59,0.84
93800,868.06,0.83
93900,846.24,0.83
94000,797.35,0.83
94100,705.03,0.83
94200,676.84,0.83
94300,617.79,0.83
94400,361.92,0.82
94500,961.47,0.86
94600,988.51,0.87
94700,927.46,0.87
94800,854.89,0.87
94900,792.09,0.86
95000,759.15,0.86
95100,689.85,0.86
95200,585.10,0.86
95300,480.22,0.86
95400,524.13,0.86
95500,700.05,0.87
95600,923.47,0.91
95700,888.66,0.90
95800,800.17,0.90
95900,771.68,0.90
96000,737.53,0.90
96100,746.45,0.90
96200,726.38,0.90
96300,717.46,0.90
96400,708.18,0.90
96500,792.96,0.93
96600,766.11,0.93
96700,736.87,0.93
96800,726.60,0.93
96900,692.55,0.93
97000,660.97,0.93
97100,544.86,0.93
97200,323.81,0.93
97300,579.66,0.94
97400,686.28,0.96
97500,613.99,0.96
97600,574.91,0.96
97700,529.97,0.95
97800,426.91,0.95
97900,325.10,0.95
98000,498.95,0.95
98100,592.78,0.97
98200,587.10,0.96
98300,578.67,0.96
98400,576.94,0.96
98500,545.37,0.96
98600,204.33,0.95
98700,475.60,0.98
98800,418.52,0.98
98900,359.48,0.98
99000,261.32,0.98
99100,300.67,0.97
99200,372.75,0.98
99300,310.09,0.97
99400,271.99,0.97
99500,261.32,0.96
99600,250.16,0.99
99700,194.12,0.99
99800,172.55,0.99
99900,121.47,0.99
100000,27.06,1.00
